latitud,longitud,identificador
-34.771344,-58.263191,MO-00158
-34.770622,-58.261635,MO-00159
-34.769463,-58.259248,MO-00160
-34.767585,-58.255654,MO-00162
-34.766700,-58.253894,MO-00163
-34.765990,-58.252457,MO-00164
-34.765078,-58.250896,MO-00165
-34.763593,-58.248074,MO-00166
-34.762495,-58.246019,MO-00167
-34.761548,-58.244276,MO-00168
-34.760239,-58.241798,MO-00169
-34.759446,-58.240306,MO-00170
-34.758075,-58.237871,MO-00171
-34.756762,-58.235478,MO-00172
-34.755594,-58.233338,MO-00173
-34.749357,-58.233987,MO-00179
-34.751164,-58.232614,MO-00180
-34.750093,-58.230146,MO-00181
-34.747700,-58.225538,MO-00183
-34.746117,-58.222936,MO-00184
-34.744848,-58.220555,MO-00185
-34.743521,-58.221118,MO-00186
-34.741709,-58.222212,MO-00187
-34.740034,-58.222475,MO-00188
-34.738439,-58.223156,MO-00189
-34.738959,-58.224637,MO-00190
-34.739386,-58.225399,MO-00191
-34.740572,-58.227528,MO-00192
-34.741740,-58.229712,MO-00193
-34.743927,-58.229379,MO-00195
-34.723361,-58.261260,MO-01598
-34.721218,-58.261828,MO-01599
-34.720429,-58.262402,MO-01600
-34.718894,-58.263540,MO-01601
-34.719953,-58.268030,MO-01602
-34.718498,-58.269682,MO-01603
-34.719252,-58.271216,MO-01604
-34.720107,-58.272981,MO-01605
-34.721081,-58.274939,MO-01606
-34.722016,-58.276913,MO-01607
-34.776242,-58.265482,MO-00522
-34.774288,-58.266920,MO-00114
-34.736874,-58.329142,MO-00927
-34.723731,-58.313343,MO-00938
-34.751160,-58.234738,MO-00039
-34.751389,-58.232678,MO-00040
-34.751191,-58.230774,MO-00041
-34.753183,-58.229304,MO-00042
-34.759450,-58.240408,MO-00047
-34.760173,-58.241953,MO-00048
-34.761464,-58.244340,MO-00049
-34.762606,-58.246470,MO-00050
-34.763425,-58.247967,MO-00051
-34.764624,-58.250231,MO-00052
-34.766501,-58.253760,MO-00053
-34.767528,-58.255692,MO-00054
-34.768480,-58.257510,MO-00055
-34.769278,-58.259157,MO-00056
-34.770384,-58.261405,MO-00057
-34.771172,-58.263009,MO-00058
-34.771952,-58.264698,MO-00059
-34.774112,-58.267188,MO-00060
-34.776509,-58.265471,MO-00061
-34.721284,-58.275132,MO-00962
-34.720380,-58.273196,MO-00963
-34.719472,-58.271302,MO-00964
-34.718581,-58.269500,MO-00965
-34.720032,-58.268212,MO-00966
-34.721659,-58.266346,MO-00967
-34.720151,-58.265648,MO-00968
-34.719595,-58.263234,MO-00969
-34.720469,-58.262579,MO-00970
-34.743252,-58.228569,MO-00980
-34.741921,-58.229717,MO-00981
-34.740766,-58.227695,MO-00982
-34.739580,-58.225549,MO-00983
-34.739020,-58.224567,MO-00984
-34.738350,-58.223333,MO-00985
-34.740043,-58.222566,MO-00986
-34.741608,-58.222378,MO-00987
-34.743402,-58.221306,MO-00988
-34.744698,-58.220506,MO-00989
-34.745928,-58.222797,MO-00990
-34.748903,-58.228076,MO-00992
-34.750005,-58.230253,MO-00993
-34.749066,-58.230983,MO-00994
-34.748352,-58.231546,MO-00995
-34.749340,-58.233864,MO-00996
-34.750552,-58.236224,MO-00997
-34.765950,-58.252650,MO-00998
-34.735309,-58.327323,MO-00928
-34.733902,-58.325665,MO-00929
-34.732791,-58.324340,MO-00930
-34.730049,-58.321073,MO-00931
-34.725808,-58.323873,MO-00932
-34.723877,-58.321695,MO-00933
-34.722911,-58.320580,MO-00934
-34.721840,-58.319421,MO-00935
-34.720632,-58.317962,MO-00936
-34.721959,-58.316240,MO-00937
-34.722426,-58.311868,MO-00939
-34.720517,-58.309668,MO-00940
-34.718740,-58.307533,MO-00941
-34.716676,-58.305012,MO-00942
-34.715257,-58.303392,MO-00943
-34.716593,-58.301568,MO-00944
-34.718299,-58.303542,MO-00945
-34.719199,-58.302737,MO-00946
-34.720830,-58.300892,MO-00947
-34.722461,-58.299009,MO-00948
-34.723251,-58.298044,MO-00949
-34.722585,-58.296198,MO-00950
-34.721597,-58.294122,MO-00951
-34.720627,-58.292180,MO-00952
-34.719666,-58.290217,MO-00953
-34.727355,-58.321829,MO-01690
-34.725104,-58.323128,MO-01306
-34.760600,-58.188524,MO-00570
-34.761204,-58.187778,MO-00571
-34.766471,-58.181105,MO-00577
-34.776024,-58.189725,MO-00584
-34.798603,-58.198072,MO-00596
-34.758564,-58.203077,MO-00874
-34.757815,-58.201731,MO-00875
-34.757361,-58.194692,MO-00879
-34.758996,-58.196270,MO-00880
-34.758956,-58.194515,MO-00881
-34.760847,-58.191844,MO-00882
-34.792193,-58.204359,MO-00999
-34.793726,-58.201329,MO-01000
-34.795286,-58.199038,MO-01001
-34.797317,-58.196597,MO-01002
-34.755021,-58.196334,MO-01134
-34.753972,-58.194349,MO-01135
-34.816926,-58.188390,MO-01493
-34.815653,-58.186576,MO-01494
-34.814279,-58.185149,MO-01495
-34.813209,-58.183830,MO-01496
-34.811738,-58.184216,MO-01498
-34.810632,-58.182811,MO-01499
-34.809302,-58.184119,MO-01500
-34.768969,-58.183905,MO-01691
-34.767872,-58.185343,MO-01692
-34.766625,-58.186877,MO-01693
-34.757198,-58.200465,MO-01689
-34.756193,-58.198518,MO-01688
-34.755808,-58.192911,MO-01685
-34.762883,-58.185670,MO-01596
-34.764033,-58.184248,MO-01585
-34.765254,-58.182693,MO-01583
-34.766673,-58.189082,MO-01458
-34.767594,-58.190691,MO-01459
-34.768863,-58.189886,MO-01460
-34.770542,-58.188711,MO-01467
-34.771961,-58.187617,MO-01435
-34.817913,-58.189685,MO-01197
-34.800973,-58.201012,MO-00252
-34.803810,-58.204413,MO-00421
-34.805307,-58.206145,MO-00422
-34.809219,-58.204197,MO-00427
-34.810673,-58.202856,MO-00428
-34.812849,-58.200903,MO-00429
-34.813958,-58.199857,MO-00449
-34.817146,-58.191713,MO-00455
-34.779573,-58.193967,MO-01214
-34.777694,-58.191757,MO-01215
-34.781333,-58.196151,MO-01216
-34.783466,-58.198710,MO-01273
-34.786594,-58.201252,MO-01336
-34.816477,-58.192790,MO-01497
-34.767268,-58.219519,MO-00349
-34.765404,-58.198239,MO-00565
-34.763888,-58.195353,MO-00566
-34.762531,-58.193266,MO-00567
-34.760979,-58.191710,MO-00568
-34.759463,-58.190101,MO-00569
-34.760689,-58.225275,MO-00021
-34.759490,-58.223006,MO-00022
-34.758454,-58.221043,MO-00023
-34.759393,-58.218189,MO-00024
-34.760534,-58.215765,MO-00025
-34.760107,-58.214262,MO-00250
-34.788788,-58.186083,MO-00324
-34.789982,-58.187526,MO-00325
-34.792132,-58.190176,MO-00326
-34.793550,-58.191893,MO-00327
-34.794832,-58.193411,MO-00328
-34.773156,-58.186652,MO-00583
-34.777064,-58.188754,MO-00585
-34.778905,-58.186544,MO-00586
-34.781333,-58.181732,MO-00588
-34.782703,-58.183052,MO-00589
-34.783730,-58.184286,MO-00590
-34.785052,-58.185895,MO-00591
-34.786611,-58.185718,MO-00592
-34.787479,-58.184683,MO-00593
-34.795885,-58.194612,MO-00594
-34.797264,-58.196377,MO-00595
-34.800189,-58.196860,MO-00597
-34.802378,-58.190696,MO-01006
-34.803179,-58.188899,MO-01007
-34.804246,-58.187301,MO-01008
-34.780174,-58.183186,MO-01519
-34.801255,-58.192282,MO-00076
-34.802641,-58.194024,MO-00582
-34.785872,-58.186812,MO-00885
-34.767845,-58.185568,MO-00575
-34.769031,-58.184136,MO-00576
-34.797598,-58.196608,MO-00615
-34.760755,-58.191640,MO-00637
-34.804298,-58.187054,MO-01506
-34.802396,-58.190439,MO-01507
-34.801118,-58.192070,MO-01508
-34.761240,-58.187504,MO-01696
-34.760645,-58.188293,MO-01697
-34.759362,-58.189913,MO-01698
-34.765316,-58.182419,MO-01582
-34.764078,-58.183937,MO-01571
-34.762919,-58.185402,MO-01554
-34.806985,-58.184270,MO-01501
-34.772102,-58.187295,MO-01445
-34.770533,-58.188508,MO-01446
-34.768978,-58.189677,MO-01454
-34.766894,-58.189248,MO-01455
-34.766620,-58.187252,MO-01456
-34.767757,-58.190578,MO-01457
-34.767629,-58.182106,MO-00194
-34.766620,-58.180974,MO-00196
-34.759265,-58.222888,MO-00363
-34.760429,-58.225098,MO-00364
-34.761050,-58.215952,MO-00648
-34.759609,-58.218221,MO-00649
-34.758353,-58.220850,MO-00650
-34.794859,-58.193315,MO-00276
-34.793810,-58.192027,MO-00277
-34.792255,-58.189993,MO-00278
-34.790123,-58.187585,MO-00279
-34.788934,-58.186121,MO-00280
-34.787642,-58.184570,MO-00281
-34.780135,-58.184699,MO-00587
-34.796110,-58.194720,MO-00616
-34.785153,-58.185761,MO-00617
-34.783911,-58.184296,MO-00618
-34.782884,-58.183084,MO-00619
-34.781598,-58.181496,MO-00620
-34.780144,-58.182982,MO-01515
-34.776174,-58.189613,MO-01684
-34.778976,-58.186244,MO-01700
-34.777112,-58.188502,MO-01701
-34.762302,-58.193175,MO-01702
-34.763747,-58.195369,MO-01703
-34.798968,-58.198164,MO-01719
-34.786673,-58.185418,MO-01720
-34.800167,-58.196644,MO-01196
-34.785996,-58.186633,MO-01201
-34.761321,-58.206563,MO-01320
-34.758807,-58.208552,MO-01342
-34.795788,-58.194875,MO-00329
-34.798673,-58.195213,MO-01003
-34.799845,-58.193754,MO-01004
-34.801078,-58.192306,MO-01005
-34.786950,-58.238461,MO-00651
-34.789850,-58.236181,MO-00653
-34.792004,-58.234502,MO-00654
-34.793259,-58.233660,MO-00655
-34.792251,-58.231375,MO-00656
-34.791387,-58.229717,MO-00657
-34.790422,-58.227764,MO-00658
-34.788096,-58.237559,MO-01299
-34.790184,-58.203110,MO-00272
-34.799898,-58.193513,MO-01509
-34.798709,-58.194950,MO-01510
-34.795330,-58.198802,MO-01512
-34.793700,-58.200996,MO-01513
-34.792453,-58.204252,MO-01514
-34.791250,-58.229620,MO-01706
-34.792110,-58.231278,MO-01707
-34.793233,-58.233483,MO-01708
-34.792074,-58.234314,MO-01709
-34.789938,-58.235972,MO-01710
-34.788167,-58.237345,MO-01711
-34.786801,-58.238397,MO-01712
-34.790272,-58.227721,MO-01721
-34.785733,-58.253316,MO-00298
-34.797493,-58.196415,MO-01511
-34.778553,-58.192558,MO-00625
-34.777412,-58.191184,MO-00626
-34.758887,-58.194409,MO-00638
-34.760283,-58.196130,MO-00639
-34.759151,-58.196205,MO-00640
-34.757485,-58.194639,MO-00641
-34.811570,-58.184157,MO-01011
-34.813077,-58.183948,MO-01013
-34.814098,-58.185085,MO-01014
-34.815213,-58.186544,MO-01015
-34.816728,-58.188363,MO-01016
-34.818014,-58.189999,MO-01017
-34.753835,-58.194462,MO-01136
-34.754783,-58.196098,MO-01137
-34.757559,-58.201495,MO-01138
-34.758503,-58.203297,MO-01139
-34.756722,-58.204826,MO-01140
-34.757577,-58.206811,MO-01141
-34.755947,-58.192911,MO-01673
-34.756039,-58.198512,MO-01670
-34.757013,-58.200422,MO-01639
-34.817084,-58.191413,MO-00467
-34.813332,-58.199910,MO-00490
-34.810843,-58.202399,MO-00501
-34.808570,-58.204331,MO-00535
-34.805721,-58.206299,MO-00536
-34.804038,-58.204314,MO-00537
-34.801351,-58.201042,MO-00538
-34.799237,-58.198413,MO-00572
-34.786739,-58.201126,MO-01337
-34.783712,-58.198750,MO-01338
-34.781593,-58.196180,MO-01339
-34.779835,-58.194083,MO-01340
-34.777852,-58.191706,MO-01341
-34.776213,-58.189727,MO-01343
-34.816332,-58.192768,MO-01012
-34.773671,-58.194274,MO-00891
-34.792713,-58.142921,MO-00867
-34.794951,-58.175113,MO-00318
-34.793880,-58.176427,MO-00319
-34.792863,-58.177629,MO-00320
-34.791841,-58.178846,MO-00321
-34.790907,-58.180016,MO-00322
-34.787814,-58.184066,MO-00323
-34.784682,-58.187842,MO-00621
-34.783118,-58.189715,MO-00622
-34.780954,-58.192365,MO-00623
-34.779721,-58.193845,MO-00624
-34.776478,-58.192214,MO-00627
-34.773856,-58.194290,MO-00628
-34.772772,-58.194339,MO-00629
-34.771855,-58.192901,MO-00630
-34.772626,-58.191646,MO-00890
-34.793647,-58.169770,MO-01714
-34.795418,-58.171905,MO-01715
-34.796088,-58.173718,MO-01716
-34.793986,-58.140984,MO-00866
-34.791400,-58.144954,MO-00868
-34.790131,-58.146826,MO-00869
-34.788810,-58.149111,MO-00870
-34.788290,-58.149868,MO-00871
-34.789255,-58.152571,MO-00872
-34.794550,-58.155495,MO-01020
-34.795330,-58.154808,MO-01021
-34.796233,-58.155838,MO-01022
-34.798594,-58.160746,MO-01023
-34.797352,-58.159046,MO-01420
-34.797074,-58.157115,MO-01421
-34.793343,-58.155404,MO-00578
-34.790907,-58.180128,MO-00282
-34.791704,-58.179168,MO-00283
-34.792757,-58.177913,MO-00284
-34.793819,-58.176631,MO-00285
-34.794885,-58.175316,MO-00286
-34.796013,-58.173991,MO-00287
-34.789664,-58.162211,MO-00500
-34.777945,-58.195428,MO-00861
-34.780941,-58.192585,MO-00863
-34.783104,-58.189977,MO-00864
-34.784611,-58.188127,MO-00865
-34.768810,-58.199231,MO-00888
-34.771758,-58.193040,MO-00889
-34.774521,-58.194634,MO-00892
-34.776905,-58.193470,MO-00893
-34.795634,-58.171964,MO-00894
-34.793832,-58.169802,MO-00895
-34.792198,-58.167634,MO-00896
-34.790506,-58.165435,MO-00897
-34.788907,-58.163660,MO-00898
-34.763544,-58.210469,MO-01206
-34.765060,-58.207208,MO-01205
-34.767069,-58.203040,MO-01195
-34.788352,-58.150061,MO-00904
-34.788792,-58.149363,MO-00905
-34.790123,-58.147067,MO-00906
-34.791356,-58.145211,MO-00907
-34.792691,-58.143141,MO-00908
-34.794061,-58.141043,MO-00909
-34.793251,-58.155597,MO-01019
-34.794405,-58.155656,MO-01422
-34.795189,-58.154894,MO-01423
-34.796065,-58.155870,MO-01424
-34.796982,-58.156949,MO-01425
-34.797127,-58.158966,MO-01426
-34.797951,-58.161020,MO-01427
-34.795422,-58.159465,MO-01443
-34.792267,-58.157479,MO-01444
-34.790779,-58.154175,MO-00902
-34.792114,-58.151911,MO-01267
-34.793070,-58.150211,MO-01266
-34.791977,-58.148811,MO-01265
-34.790250,-58.146944,MO-01264
-34.754937,-58.109066,MO-01263
-34.754783,-58.109109,MO-01262
-34.790013,-58.146928,MO-01246
-34.791757,-58.148763,MO-01240
-34.851777,-58.185836,MO-00207
-34.857711,-58.183626,MO-00208
-34.862553,-58.181781,MO-00209
-34.865986,-58.180386,MO-00210
-34.870141,-58.178455,MO-00211
-34.872993,-58.177510,MO-00212
-34.877288,-58.175740,MO-00213
-34.879863,-58.174689,MO-00214
-34.883762,-58.174034,MO-00215
-34.885931,-58.173734,MO-00216
-34.890507,-58.173128,MO-00217
-34.890661,-58.174909,MO-00218
-34.893046,-58.175064,MO-00219
-34.895519,-58.175011,MO-00220
-34.897978,-58.174914,MO-00221
-34.900235,-58.176700,MO-00222
-34.902039,-58.178852,MO-00223
-34.904081,-58.181228,MO-00224
-34.905994,-58.179259,MO-00225
-34.907772,-58.177232,MO-00226
-34.908634,-58.176164,MO-00227
-34.767823,-58.219246,MO-00255
-34.769088,-58.218302,MO-00256
-34.772468,-58.217347,MO-00257
-34.774402,-58.215957,MO-00258
-34.775526,-58.215051,MO-00259
-34.777729,-58.213339,MO-00260
-34.780699,-58.212245,MO-00262
-34.782836,-58.212208,MO-00263
-34.797061,-58.172683,MO-00288
-34.788920,-58.213913,MO-00268
-34.790149,-58.210647,MO-00269
-34.792048,-58.205384,MO-00334
-34.790162,-58.210319,MO-00336
-34.788933,-58.213581,MO-00337
-34.782073,-58.212696,MO-00341
-34.780549,-58.213849,MO-00342
-34.779011,-58.215040,MO-00343
-34.778007,-58.213248,MO-00344
-34.775746,-58.214777,MO-00345
-34.773072,-58.215238,MO-00346
-34.771432,-58.216456,MO-00347
-34.769225,-58.218076,MO-00348
-34.796880,-58.173493,MO-01683
-34.756718,-58.210233,MO-00355
-34.754712,-58.211778,MO-00356
-34.755625,-58.213935,MO-00357
-34.756876,-58.216360,MO-00358
-34.757877,-58.218280,MO-00359
-34.757859,-58.221037,MO-00362
-34.908599,-58.176089,MO-00228
-34.907882,-58.176963,MO-00229
-34.906087,-58.179023,MO-00230
-34.904195,-58.181180,MO-00231
-34.902083,-58.178803,MO-00232
-34.900398,-58.176818,MO-00233
-34.898150,-58.174866,MO-00234
-34.895690,-58.174898,MO-00235
-34.893213,-58.174978,MO-00236
-34.890798,-58.174957,MO-00237
-34.890859,-58.173096,MO-00238
-34.893944,-58.172038,MO-00239
-34.888839,-58.172173,MO-00240
-34.886120,-58.172586,MO-00241
-34.883383,-58.173010,MO-00242
-34.879775,-58.173632,MO-00243
-34.877649,-58.174313,MO-00244
-34.872429,-58.176588,MO-00245
-34.865731,-58.179313,MO-00246
-34.861967,-58.180912,MO-00247
-34.886147,-58.169475,MO-01679
-34.885755,-58.166143,MO-01680
-34.857702,-58.182864,MO-00248
-34.885627,-58.165939,MO-01681
-34.886010,-58.169249,MO-01682
-34.813034,-58.179881,MO-01436
-34.814003,-58.180996,MO-01437
-34.813396,-58.178582,MO-01438
-34.810092,-58.174591,MO-01439
-34.807726,-58.171674,MO-01440
-34.802310,-58.164427,MO-01441
-34.798237,-58.161418,MO-01442
-34.799051,-58.170386,MO-01433
-34.800443,-58.168589,MO-01432
-34.802363,-58.166727,MO-01428
-34.804411,-58.169125,MO-01419
-34.806336,-58.171518,MO-01375
-34.809155,-58.174962,MO-01352
-34.810261,-58.176303,MO-01351
-34.811921,-58.178330,MO-01350
-34.812872,-58.179453,MO-01349
-34.810538,-58.182634,MO-01303
-34.773672,-58.136771,MO-01345
-34.777541,-58.162632,MO-01348
-34.774080,-58.159070,MO-01353
-34.777199,-58.162535,MO-01354
-34.782559,-58.168680,MO-01355
-34.782043,-58.171376,MO-01389
-34.783390,-58.173784,MO-01396
-34.724494,-58.249345,MO-01147
-34.723952,-58.248321,MO-01148
-34.721399,-58.241197,MO-01152
-34.720623,-58.239706,MO-01153
-34.719416,-58.238389,MO-01249
-34.718331,-58.236544,MO-01250
-34.723021,-58.246516,MO-01149
-34.722492,-58.245497,MO-01150
-34.721072,-58.242761,MO-01151
-34.720252,-58.241476,MO-01650
-34.720861,-58.242629,MO-01651
-34.722294,-58.245408,MO-01652
-34.723758,-58.248251,MO-01653
-34.725244,-58.251051,MO-01654
-34.601169,-58.369277,MO-00110
-34.718041,-58.236453,MO-01251
-34.719144,-58.238363,MO-01259
-34.758238,-58.205121,MO-01132
-34.757247,-58.203270,MO-01133
-34.761464,-58.202739,MO-01678
-34.725133,-58.259125,MO-00972
-34.720513,-58.278190,MO-01228
-34.718886,-58.279418,MO-01229
-34.719737,-58.281527,MO-01230
-34.720729,-58.283388,MO-01231
-34.719248,-58.284613,MO-00838
-34.717585,-58.285874,MO-00839
-34.718392,-58.287944,MO-00855
-34.719345,-58.289967,MO-01213
-34.719944,-58.281661,MO-01674
-34.718969,-58.279729,MO-01675
-34.720433,-58.278437,MO-01676
-34.722047,-58.277208,MO-01677
-34.719472,-58.289771,MO-00316
-34.718597,-58.288022,MO-00792
-34.717697,-58.286284,MO-00807
-34.719104,-58.284868,MO-00824
-34.869247,-58.097873,LP0668
-34.863813,-58.110409,LP0763
-34.865715,-58.106053,LP0765
-34.866314,-58.104551,LP0767
-34.867211,-58.102363,LP0769
-34.868276,-58.099984,LP0771
-34.906364,-57.975100,LP2416
-34.904544,-57.977641,LP2702
-34.862744,-58.113629,LP0761
-34.861634,-58.116070,LP0759
-34.861524,-58.115875,LP0760
-34.862809,-58.113215,LP0762
-34.864192,-58.109772,LP0764
-34.865407,-58.106474,LP0766
-34.915663,-57.960348,LP1324
-34.911841,-57.956335,LP1328
-34.907895,-57.972901,LP1501
-34.914638,-57.963824,LP1515
-34.763082,-58.205449,LP18183
-34.758759,-58.208641,LP18185
-34.759578,-58.210776,LP18186
-34.760883,-58.213260,LP18187
-34.762443,-58.211516,LP18188
-34.763954,-58.213554,LP18189
-34.764880,-58.215362,LP18190
-34.766039,-58.217637,LP18191
-34.767132,-58.219729,LP18192
-34.768388,-58.222089,LP18193
-34.769859,-58.224680,LP18194
-34.771296,-58.227497,LP18195
-34.773059,-58.230141,LP18196
-34.776659,-58.227853,LP18197
-34.779646,-58.225944,LP18198
-34.783019,-58.223406,LP18199
-34.785420,-58.221513,LP18200
-34.789812,-58.217441,LP18201
-34.788935,-58.215773,LP18202
-34.788933,-58.213978,LP18203
-34.790180,-58.210709,LP18204
-34.791358,-58.207655,LP18205
-34.792071,-58.205740,LP18206
-34.789908,-58.202918,LP18207
-34.787609,-58.201610,LP18208
-34.786824,-58.202763,LP18209
-34.785752,-58.205842,LP18210
-34.784722,-58.207757,LP18211
-34.782162,-58.209731,LP18212
-34.780963,-58.208186,LP18213
-34.783510,-58.206014,LP18214
-34.782699,-58.203875,LP18215
-34.781787,-58.202384,LP18216
-34.780571,-58.200115,LP18217
-34.778271,-58.195603,LP18218
-34.779673,-58.194241,LP18219
-34.780849,-58.192776,LP18220
-34.783083,-58.190024,LP18221
-34.784907,-58.187857,LP18222
-34.786621,-58.185733,LP18223
-34.787868,-58.184209,LP18224
-34.790806,-58.180283,LP18225
-34.791767,-58.179188,LP18226
-34.792771,-58.177971,LP18227
-34.793811,-58.176683,LP18228
-34.794890,-58.175390,LP18229
-34.796026,-58.174058,LP18230
-34.797506,-58.174428,LP18231
-34.801369,-58.176182,LP18233
-34.802295,-58.177239,LP18234
-34.804563,-58.180039,LP18235
-34.805206,-58.181397,LP18236
-34.807200,-58.183381,LP18237
-34.809037,-58.187094,LP18238
-34.810451,-58.188022,LP18239
-34.811966,-58.189148,LP18240
-34.816150,-58.192925,LP18241
-34.818445,-58.195073,LP18242
-34.824906,-58.185398,LP18244
-34.827091,-58.181909,LP18245
-34.843573,-58.156357,LP18261
-34.902612,-57.980178,LP2704
-34.908677,-57.971512,LP11501
-34.907019,-57.973760,LP11502
-34.915805,-57.961722,LP1325
-34.827251,-58.181127,LP18120
-34.825860,-58.183370,LP18121
-34.824433,-58.185440,LP18122
-34.819827,-58.193122,LP18123
-34.818418,-58.194804,LP18124
-34.816405,-58.193010,LP18125
-34.812239,-58.189135,LP18126
-34.810583,-58.187923,LP18127
-34.809358,-58.187043,LP18128
-34.807360,-58.183888,LP18130
-34.807207,-58.181335,LP18131
-34.806048,-58.178986,LP18132
-34.796079,-58.173718,LP18133
-34.794960,-58.175080,LP18134
-34.793864,-58.176330,LP18135
-34.792850,-58.177612,LP18136
-34.791793,-58.178852,LP18137
-34.790868,-58.180037,LP18138
-34.786750,-58.185348,LP18140
-34.784715,-58.187762,LP18141
-34.783155,-58.189640,LP18142
-34.780979,-58.192306,LP18143
-34.779744,-58.193759,LP18144
-34.778166,-58.195272,LP18145
-34.787806,-58.184028,LP18146
-34.804644,-58.179761,LP18147
-34.802741,-58.177432,LP18148
-34.801675,-58.176134,LP18149
-34.799120,-58.172959,LP18150
-34.797764,-58.174267,LP18151
-34.778746,-58.197047,LP18152
-34.779354,-58.198200,LP18153
-34.780429,-58.200255,LP18154
-34.782345,-58.203876,LP18156
-34.783350,-58.205807,LP18157
-34.780907,-58.207861,LP18158
-34.781744,-58.209964,LP18160
-34.783313,-58.209197,LP18161
-34.784511,-58.208242,LP18162
-34.785824,-58.206332,LP18163
-34.787040,-58.203049,LP18164
-34.787384,-58.201730,LP18165
-34.789736,-58.202985,LP18166
-34.792018,-58.205281,LP18167
-34.790149,-58.210300,LP18168
-34.788942,-58.213475,LP18169
-34.789488,-58.217424,LP18170
-34.785541,-58.220868,LP18171
-34.783215,-58.222745,LP18172
-34.779840,-58.225374,LP18173
-34.775989,-58.227852,LP18174
-34.773001,-58.229805,LP18175
-34.767436,-58.219795,LP18178
-34.766387,-58.217826,LP18179
-34.765206,-58.215600,LP18180
-34.764105,-58.213438,LP18181
-34.764413,-58.207650,LP18182
-34.886389,-58.002398,LP3430
-34.911896,-57.956801,LP 11501